io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp                     53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp                     53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53533259.475991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532140.675991908437115854
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532063.731565789184145921
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532063.731565789184145921
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532063.731565789184145921
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532063.731565789184145921
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp                     53532047.142979578107084927
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp                     53532043.225668810173621371
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532043.225668810173621371
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532043.225668810173621371
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532043.225668810173621371
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53532043.225668810173621371
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp                     53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
io108h7sa5sap44e244hz649zyk5y4rqzsvnpzxh5     18   royallandOp   active   15       53529371.333693023455955727
